intent,phrase
Q51,What can I expect after making my request for appointment with officers on the appeal for my parking court summons and warrants?
Q51,What can i expect after making my request for appointment with officers on the appeal for my parking summons and warrants
Q51,What can I expect after making the appointment request?
Q51,What do i need to bring for my appointment to appeal for my parking court summons
Q51,What do I need to bring for my appointment to appeal for my parking court summons?
Q51,What do you need me to bring during the appointment?
Q51,What documents are required for my appointment?
Q51,What documents to submit during my appointment?
Q51,What documents to submit to appeal for my court summons
Q51,What happen now Can i still pay
Q51,What happens after i request for an appointment
Q51,What happens after I request for an appointment?
Q51,What happens if I am late for my appointment?
Q51,What happens if no payment is made after the due date on the reminder notice
Q51,What if I am late for my appointment?
Q51,what if i am late in paying parking fines
Q51,what if i do not pay fines on time
Q51,what if i do not pay on time
Q51,what if i forgot to pay my parking fines
Q51,what if i forgot to pay parking fines on time
Q51,What if the appointment date available is after my court mention date
Q51,What if the appointment date for the appeal for my parking court summon is only available after my court mention date
Q51,What if the appointment date for the appeal for my parking court summon is only available after my court mention date?
Q51,what should i do if i have paid for the notice but still received a reminder
Q51,What should I do if I have paid for the notice but still received a reminder?
Q51,what should i do if i have paid for the notice but still recevied a reminder
Q51,What the timing of the appointments?
Q51,When are the appointments available?
Q51,When are the available appointment slots to appeal for my parking court summons
Q51,When are the available appointment slots to appeal for my parking court summons?
Q51,When are the available slots for appointment
Q51,why did ura send me a reminder even though i have paid for the notice
Q51,Why did URA send me a reminder even though I have paid for the notice?
Q51,why do i still receive a reminder when i have paid for my parking fine
Q51,Why do I still receive a reminder when I have paid for my parking fine?
Q51,why do you keep silence to my appeal after receiving it and promised a reply within 14 days
Q51,Why i canoot pay for my notice
Q51,why no reply on my appeal
Q51,why there is no reply after you received my appeal
Q51,Will i be reminded of my appointment
Q51,Will i be reminded of my appointment for the appeal of my parking court summons
Q51,Will I be reminded of my appointment to appeal for my parking court summons
Q51,Will I be reminded of my appointment to appeal for my parking court summons?
Q51,Will i still be served if i am late for my appointment
Q51,Will i still be served if i am late for my appointment for the appeal of my parking court summons
Q51,will i still be served if i am late for my appointment to appeal for my parking court summons
Q51,Will I still be served if I am late for my appointment to appeal for my parking court summons?
Q51,Will someone contact me after I make the appointment request?
Q51,Will URA remind me of appointment?
Q51,Will URA send me a reminder on my appointment time?
Q51,Your notice was sent on 2 Septmeber and received by me in Johor today 15 September Impossible to pay even if if it was correctly sent
Q52,2
Q52,appeal again?
Q52,Appeal for court summons
Q52,Appeal for warrants
Q52,appeal now
Q52,appeal parking offences financial difficulty
Q52,appointment for parking summon
Q52,appointment to make payment instalment plan approved by court
Q52,book of date for paying of court fine
Q52,book parking officers' time for parking court summon
Q52,Can I appeal again if my appeal was rejected
Q52,Can I appeal again if my appeal was rejected?
Q52,Can I appeal again if my appeal was rewjected
Q52,can i appeal again if rejected?
Q52,Can i appeal again if u reject my appeal
Q52,Can i appeal against my offence
Q52,Can I appeal agn if my appeal was rej
Q52,Can I appeal for a reduction of fines for my court summons and warrant of arrest
Q52,Can I appeal for my notice on grounds that I have financial difficiulties
Q52,Can I appeal for my notice on grounds that I have financial difficulties
Q53,Car Parks-Parking Offences-Check Outstanding
Q53,check outstanding now
Q53,Do i need to furnish the driver details if i have made payment for the notice
Q53,Do I need to furnish the driver details if I have made payment for the notice?
Q53,Do i still need to furnish the driver details if i have paid for the notice
Q53,Do I still need to furnish the driver details if I have paid for the notice?
Q53,Do i still need to furnish the driver if the notice has been settled
Q53,Do I still need to furnish the driver if the notice has been settled?
Q53,do i still need to provide the drivers particulars if i have made payment
Q53,Do I still need to provide the driver's particulars if I have made payment?
Q53,do i still need to provide the drivers particulars if i have made payument
Q53,driver
Q53,driver details parking
Q53,I am owner of SDW548T What is wrong with your system I could not log on urasgpf
Q53,I have made payment for parking fine through e service
Q53,I have paid for the fines still need to furnish the drivers particulars
Q53,"I have paid for the fines, still need to furnish the driver's particulars?"
Q53,Need to provide particulars if paid
Q54,Advisory Notice is there letter
Q54,Am I required to bring documents during my appointment?
Q54,Can I change my appointment date?
Q54,can I get earlier appointment than booked
Q54,Car Parks-Parking Offences-Court Summonses
Q54,court now
Q54,court summons
Q54,do i need to bring supporting documents during my appointment to appeal for the parking court summons
Q54,Do I need to bring supporting documents during my appointment to appeal for the parking court summons?
Q54,HI IS MY APPOINTMENT CONFIRM ON 7TH NOV
Q54,How do I amend my appointment date?
Q54,How do I make amendments to my appointment date?
Q54,How to cancel my appointment?
Q54,I don't have any documents to submit during my appointment. Can you still assess my case?
Q54,i receive 5022M
Q54,i received a final reminder and the amount payable for the parking offence has increased
Q54,I received a letter from URA with the reference number 50/2/2M. What does it mean?
Q54,i received a letter from ura with the reference number 5022m what does it mean
Q54,I received letter 50/2/2M. What should I do?
Q55,Car Parks-Parking Offences-Warrants of Arrest
Q55,court mention date
Q55,how to get a warrant
Q55,how to get warrant of arrest
Q55,i got a warrant of arrest
Q55,in what situation will i be issued a warrant of arrest
Q55,In what situation will I be issued a Warrant of Arrest?
Q55,In what situation will i be issued with a warrant of arrest
Q55,In what situation will i be issurd a warrant of arrest
Q55,In what situation will URA issue a Warrant of Arrest?
Q55,Wa
Q55,WA Why is a Warrant of Arrest WA issued
Q55,warrant now
Q55,what happen if I have warrant of arrest
Q55,What is a warrant of arrest
Q55,What is a warrant of arrest?
Q55,when will i get a warrant of arrest
Q55,When will URA issue a Warrant of Arrest?
Q56,3
Q56,a new car and new iu
Q56,Am I applying under others or residential if its the second car under the same address
Q56,am i eligible
Q56,Am I eligible for the change of parking place for my SPT
Q56,Am I eligible for the change of parking place for my SPT?
Q56,amoy street food center car park got season parking
Q56,ANY AVAILABLE SEASON PARKING AT KHEONG SIAK ROAD
Q56,Any season parking available at MND Bdg
Q56,Any season parking st 991 Alexander road
Q56,apply for season parking for car
Q56,Apply for season parking for van
Q56,Apply for transfer of parking location
Q56,Apply season parking for van
Q56,Apply season parking now
Q56,APPLY TO TRANSFER HEAVY VEHICLE TO ANOTHER PARKING PLAC
Q56,APPLY TO TRANSFER VEHICLE TO ANOTHER PARKING PLACE
Q56,are there any carparks that charges whole day parking at a flat rate 1200 near Lavender station area
Q56,at tanjong katong complex there is 2 rate for seaon parking 80 and 90 what is the differnet
Q56,Available lot for Tanjong Katong complex
Q56,b099 parking space
Q56,Buy new vehicle retained old vehicle no how to transfer parking
Q56,can i apply for a car park not in the application
Q56,Can I apply for a car park not in the application?
Q56,Can I apply for a residential Season Parking Ticket for my second vehicle
Q56,Can I apply for a residential Season Parking Ticket for my second vehicle?
Q56,can I apply for season parking at hong lim complex if I am not a tenant
